,location,floor,floors_count,rooms_count,total_meters,year_of_construction,object_type,have_loggia,parking_type,living_meters,kitchen_meters,ceiling_height,street,underground,price_per_square_meter
7043,23,2,12,1,39.0,2017.0,1,2,2,18.0,9.9,2.8,628,0,151282.0
7044,23,4,4,1,36.0,2008.0,1,2,4,29.5,6.5,2.8,1300,0,166388.0
7045,23,2,4,1,32.1,2023.0,1,0,0,18.1,14.0,2.82,1418,0,186915.0
7046,23,4,4,1,32.0,2023.0,1,1,0,18.0,14.0,2.82,1418,0,187500.0
7047,23,6,15,1,36.0,2023.0,1,0,0,18.5,12.3,2.74,595,0,171388.0
7050,23,2,11,1,43.9,2023.0,0,2,0,12.8,18.2,2.61,585,0,147000.0
7053,23,25,26,1,43.2,2019.0,1,0,2,15.0,21.0,2.8,625,0,159722.0
7054,23,8,9,1,31.4,2018.0,1,0,0,11.4,9.0,2.82,246,0,219745.0
7059,23,9,9,1,39.1,2023.0,1,2,2,13.3,11.6,2.72,848,0,184999.0
7060,23,12,19,1,51.38,2024.0,0,2,0,20.2,11.8,2.78,791,0,140399.0
7065,23,12,17,1,31.1,2023.0,1,0,2,18.0,10.0,3.0,795,1,262700.0
7066,23,5,5,1,48.1,2020.0,1,0,0,20.0,20.0,3.0,531,0,170478.0
7068,23,8,9,1,34.0,2023.0,1,0,0,23.4,10.6,2.82,652,1,248529.0
7069,23,23,25,1,36.3,2019.0,1,0,0,24.3,7.0,2.7,559,1,234159.0
7071,23,14,25,1,39.5,2021.0,1,0,0,19.9,19.6,2.68,565,1,316455.0
7073,23,11,17,1,39.0,1999.0,1,1,2,19.0,7.3,2.82,902,1,333333.0
7074,23,2,12,1,38.9,1983.0,1,0,2,30.0,8.9,2.82,259,1,343187.0
7076,23,21,24,1,45.0,2015.0,1,0,0,35.0,10.0,2.64,568,1,311111.0
7077,23,13,25,1,39.2,2004.0,1,0,2,20.0,10.6,2.64,62,1,363520.0
7080,23,14,16,1,34.6,1978.0,1,2,0,19.5,10.0,2.5,512,1,416184.0
7081,23,5,25,1,43.8,2009.0,1,2,4,20.2,10.3,2.66,897,1,353881.0
7083,23,13,21,1,42.0,2022.0,1,1,0,24.0,10.0,2.82,1119,1,390476.0
7084,23,10,30,1,42.0,2012.0,1,0,4,14.0,18.0,3.0,1280,1,395238.0
7087,23,18,22,1,43.0,2022.0,1,0,0,22.0,12.0,3.0,814,1,446511.0
7142,19,14,17,1,22.1,2020.0,1,2,0,17.1,5.0,2.7,413,0,169683.0
7143,19,4,9,1,24.3,2024.0,1,0,2,15.3,4.0,2.7,433,0,155555.0
7144,19,3,7,1,32.7,2023.0,1,2,2,25.700000000000003,7.0,2.7,584,0,115902.0
7149,19,5,12,1,25.2,2021.0,0,1,0,10.1,6.0,2.7,1418,0,191944.0
7152,19,6,12,1,23.16,2024.0,1,2,0,13.1,10.06,2.82,1258,1,209412.0
7160,19,4,9,1,29.1,1980.0,1,2,0,18.0,2.0,2.6,661,0,96219.0
7161,19,5,15,1,21.6,2023.0,1,0,2,9.0,4.5,2.8,357,0,130555.0
7162,19,4,5,1,25.0,2021.0,1,2,0,12.0,5.0,2.7,269,0,114000.0
7399,30,2,5,1,31.5,1970.0,1,1,2,17.7,6.7,2.64,1225,0,111111.0
7400,30,3,6,1,56.0,2010.0,1,2,2,39.0,17.0,3.0,965,0,214285.0
7401,30,11,12,1,41.3,2005.0,1,0,0,30.299999999999997,11.0,2.82,1348,0,138014.0
7403,30,16,16,1,45.0,2013.0,1,2,2,21.1,8.5,2.8,193,0,102222.0
7404,30,1,9,1,33.9,1983.0,1,0,2,17.3,11.2,2.6,1043,0,103244.0
7407,30,2,4,1,70.1,2001.0,1,2,0,20.2,40.0,2.8,929,0,142653.0
7408,30,5,5,1,35.6,1970.0,1,1,2,18.4,5.9,2.5,1388,0,102528.0
7410,30,8,9,1,33.5,1983.0,1,0,2,16.0,12.0,2.65,1043,0,91044.0
7413,30,7,12,1,39.6,1994.0,1,1,2,20.2,10.0,2.82,32,0,118686.0
7414,30,7,9,1,42.0,1992.0,1,6,2,20.0,8.0,2.7,450,0,114285.0
7418,30,3,5,1,31.2,1972.0,1,1,2,18.0,6.0,2.82,1078,0,137820.0
7419,30,9,9,1,32.5,1982.0,1,1,2,25.5,7.0,2.7,1388,0,116923.0
7420,30,5,9,1,38.1,1986.0,1,2,2,17.2,8.0,2.7,1388,0,120734.0
7421,30,10,16,1,35.0,2006.0,1,1,2,15.0,11.0,2.75,1388,0,162857.0
7423,30,3,14,1,34.0,1996.0,1,2,0,18.0,9.0,2.82,1078,0,161764.0
7425,30,7,9,1,33.6,1983.0,1,0,2,17.1,10.0,2.6,1043,0,119047.0
7427,30,9,16,1,43.0,2013.0,1,2,2,22.0,10.0,2.8,193,0,134883.0
7428,30,8,9,1,37.6,1986.0,1,2,2,17.8,8.0,2.7,1388,0,130319.0
7429,30,13,16,1,34.7,2008.0,1,2,2,14.8,11.0,2.75,1388,0,148414.0
7433,30,13,16,1,38.5,2016.0,1,2,0,16.8,9.3,2.75,193,0,150649.0
7434,30,8,10,1,43.0,2005.0,1,2,2,20.1,9.8,2.65,1388,0,167441.0
7436,30,8,17,1,46.0,2007.0,1,2,2,20.0,14.0,2.75,1078,0,152173.0
7437,30,7,9,1,41.3,2007.0,1,2,2,20.0,12.0,2.82,965,0,213075.0
7440,30,4,5,1,30.7,1972.0,1,1,2,20.0,5.5,2.5,361,0,118892.0
7443,30,16,16,1,42.0,2011.0,1,2,2,21.0,9.0,2.7,193,0,133333.0
7444,30,5,5,1,31.0,1970.0,1,1,2,17.0,6.7,2.82,1225,0,119354.0
7445,30,8,16,1,37.96,2013.0,1,2,2,17.0,8.0,2.8,193,0,147523.0
7447,30,6,9,1,34.7,1984.0,1,2,2,19.0,6.0,3.0,1388,0,152737.0
7449,30,5,9,1,34.0,1990.0,1,0,2,17.0,6.0,2.5,1078,0,126470.0
7450,30,8,9,1,32.3,1978.0,1,0,2,18.0,7.0,2.82,1339,0,142414.0
7451,30,12,16,1,31.0,1976.0,1,1,0,18.0,6.0,2.5,1388,0,192903.0
7452,30,9,16,1,42.2,2014.0,1,2,2,20.0,10.0,2.8,193,0,146919.0
7453,30,5,9,1,48.2,2012.0,1,2,2,21.2,9.9,2.8,223,0,182572.0
7454,30,8,16,1,38.0,2011.0,1,1,2,17.0,8.0,2.7,193,0,160526.0
7456,30,1,5,1,28.8,1972.0,1,0,2,19.5,6.5,2.5,1388,0,145833.0
7458,30,8,9,3,57.0,1972.0,1,5,2,41.0,7.0,2.82,1078,0,85964.0
7460,30,9,12,2,58.0,1994.0,1,1,2,45.0,10.0,2.8,32,0,108620.0
7465,30,7,16,2,43.0,1973.0,1,5,2,25.0,7.0,2.8,1388,0,127906.0
7468,34,3,10,1,40.6,2012.0,1,1,0,18.0,11.0,2.82,771,0,96059.0
7469,34,1,2,2,43.5,1979.0,1,1,0,24.2,7.3,2.82,1009,0,48275.0
7470,34,3,5,1,16.0,1970.0,1,0,2,14.0,2.0,2.82,1374,0,112500.0
7471,34,4,9,2,64.0,2010.0,1,1,2,36.0,12.0,2.7,771,0,101562.0
7475,34,8,9,1,45.9,2013.0,1,2,2,18.7,12.4,2.7,911,0,107843.0
7476,34,7,9,2,50.0,1983.0,1,2,2,30.6,7.7,2.82,1146,0,126000.0
7477,34,1,2,2,43.5,1979.0,1,2,2,24.2,7.3,2.5,1009,0,48275.0
7479,34,5,10,2,70.5,2013.0,1,3,2,33.6,12.0,2.75,1374,0,154609.0
7480,34,5,5,1,30.0,1972.0,1,1,2,18.0,6.0,2.5,230,0,73333.0
7482,6,11,17,1,42.9,2021.0,1,2,2,19.3,12.0,2.82,1038,0,144498.0
7483,6,5,9,1,31.5,1978.0,1,0,2,17.0,7.0,2.6,326,0,114285.0
7485,6,1,3,1,40.1,2023.0,1,1,2,23.0,15.0,2.8,1418,0,124688.0
7490,6,7,17,1,42.0,2013.0,1,2,0,16.0,12.0,2.82,326,0,141666.0
7491,6,1,3,1,33.3,2001.0,1,2,2,23.0,10.299999999999997,2.82,139,0,132132.0
7492,6,7,17,1,40.3,2013.0,1,2,2,20.0,11.0,2.7,326,0,138957.0
7494,6,11,18,1,43.9,2013.0,1,1,2,20.3,11.4,2.65,1225,0,150341.0
7495,6,5,12,1,30.0,2023.0,1,2,2,20.5,9.5,2.82,999,0,160000.0
7505,31,7,25,3,85.6,2014.0,1,3,1,49.0,11.0,2.75,1139,1,165303.0
7507,31,5,5,2,44.8,1980.0,1,1,2,31.0,6.0,2.7,1418,1,118303.0
7509,31,1,5,2,53.4,1979.0,1,0,0,30.0,9.5,2.82,669,1,133895.0
7511,31,15,17,3,72.6,1992.0,1,1,2,45.0,12.0,2.65,87,1,137052.0
7512,31,6,12,2,52.3,1978.0,1,0,0,19.5,9.9,2.82,459,1,124091.0
7515,31,10,17,2,76.0,2021.0,1,2,4,38.0,19.0,2.8,1418,1,131578.0
7516,31,8,9,3,69.1,1989.0,1,1,2,48.0,7.0,3.2,619,1,137481.0
7517,31,23,25,2,58.6,2015.0,1,3,2,34.8,10.0,2.64,1139,1,187713.0
7520,31,2,9,4,130.4,2010.0,1,0,2,88.5,15.0,3.0,102,1,153374.0
7521,31,8,16,2,53.9,1987.0,1,2,2,32.5,9.1,2.75,482,1,191094.0
7524,31,9,9,3,60.04,1975.0,1,2,2,42.1,6.0,2.82,221,1,139906.0
7526,31,7,8,3,112.1,2016.0,1,1,4,50.0,20.0,3.2,261,1,401427.0
7529,31,4,25,2,44.9,2019.0,1,0,0,30.1,6.0,2.82,1139,1,267260.0
7530,31,2,23,3,84.5,2007.0,1,2,2,51.0,10.0,2.8,192,1,195266.0
7532,31,3,8,2,60.4,2024.0,0,5,0,34.9,12.6,2.72,669,1,163907.0
7533,31,8,25,3,80.0,2008.0,1,2,2,45.0,11.0,2.7,995,1,137487.0
7535,31,10,17,4,125.5,2010.0,1,3,3,75.8,14.7,2.8,1418,1,199920.0
7539,31,3,23,2,61.5,2014.0,1,1,0,32.1,10.1,2.82,1139,1,170731.0
7541,31,4,4,2,46.4,2016.0,1,0,2,29.4,6.5,3.1,471,1,232758.0
7544,31,4,9,2,42.9,1973.0,1,0,2,28.0,5.0,2.65,900,1,186480.0
7549,31,2,9,3,61.8,1987.0,1,2,2,37.6,7.1,2.8,954,1,169093.0
7551,31,4,25,4,82.5,2017.0,1,2,0,56.0,20.0,2.82,1139,1,254545.0
7552,31,2,25,2,58.1,2007.0,1,2,0,34.3,10.4,2.5,192,1,183993.0
7560,31,5,5,2,62.0,2016.0,1,2,0,39.0,8.0,2.82,471,1,183870.0
7567,31,6,23,2,56.0,2013.0,1,0,0,33.0,15.0,3.0,221,1,232142.0
7570,31,7,7,3,133.0,2015.0,1,10,4,50.0,13.0,2.82,715,1,270676.0
7572,31,6,8,4,109.0,2014.0,1,0,4,77.0,9.0,3.2,247,1,366972.0
7573,31,3,16,2,54.1,1984.0,1,1,2,31.9,9.2,2.8,1012,1,158040.0
7578,31,2,8,2,56.8,2015.0,1,6,2,28.0,9.7,3.1,1346,1,172535.0
7579,31,9,16,2,54.5,1985.0,1,1,2,34.0,9.7,2.7,482,1,163302.0
7581,31,17,17,3,63.0,2020.0,1,1,0,39.0,9.2,2.8,277,1,176984.0
7584,31,11,27,3,85.5,2014.0,1,2,4,67.5,18.0,2.7,900,1,198830.0
7585,31,8,9,2,57.0,2018.0,1,2,2,30.0,14.0,2.85,1066,1,122807.0
7587,31,11,25,3,113.0,2003.0,1,2,4,65.0,12.0,3.2,353,1,197345.0
7588,31,3,10,2,50.0,1990.0,1,2,0,33.0,8.0,2.6,1385,1,159800.0
7590,31,9,17,2,58.4,1988.0,1,2,0,33.9,10.5,2.64,482,1,178082.0
7594,31,12,17,2,56.0,2016.0,1,2,0,37.0,8.0,2.7,1403,1,166071.0
7596,31,2,5,2,65.0,2018.0,1,1,2,29.0,20.0,2.7,261,1,182307.0
7599,31,11,14,2,53.6,1975.0,1,0,0,33.0,8.6,2.82,900,1,186567.0
7600,31,11,17,2,52.0,1988.0,1,1,2,31.0,8.5,2.64,1139,1,182692.0
7602,31,14,25,3,79.0,2007.0,1,2,2,68.0,11.0,2.7,1345,1,170886.0
7605,31,5,17,2,68.0,2021.0,1,2,4,34.0,13.0,2.8,1418,1,138235.0
7606,31,3,14,3,63.7,1972.0,1,3,0,41.5,8.0,2.64,1240,1,133437.0
7608,31,2,26,3,80.0,2017.0,1,2,4,66.3,13.7,2.8,766,1,190625.0
7610,31,21,25,2,61.4,2015.0,1,2,2,49.4,12.0,2.82,1139,1,232899.0
7613,31,8,10,2,45.9,2017.0,1,2,2,26.3,8.6,3.2,177,1,191721.0
7614,31,11,14,2,45.0,1972.0,1,1,0,30.0,6.0,2.6,1240,1,166666.0
7616,31,9,17,2,77.1,2021.0,1,2,2,40.7,12.2,2.8,1418,1,112840.0
7617,31,4,9,2,53.0,2015.0,1,1,4,35.0,10.0,2.82,1346,1,184905.0
7623,31,4,8,2,72.94,2020.0,1,2,4,36.0,14.0,3.0,244,1,137098.0
7625,31,22,26,3,93.0,2015.0,1,7,2,52.0,16.0,3.0,715,1,354838.0
7628,31,4,4,2,68.3,2019.0,1,0,2,39.7,12.1,2.8,261,1,200585.0
7632,31,8,9,2,52.8,1982.0,1,1,2,33.2,9.0,2.7,87,1,179924.0
7634,31,8,17,2,68.0,2017.0,1,1,3,57.0,11.0,2.82,766,1,188382.0
7637,31,31,37,2,72.5,2020.0,1,0,4,47.0,20.0,3.2,344,1,317241.0
7638,31,16,17,3,74.9,2007.0,1,6,2,39.0,10.0,3.0,1402,1,146862.0
7645,31,5,5,2,51.0,1983.0,1,2,0,30.0,10.0,3.0,252,1,203921.0
7646,31,12,17,2,52.0,1987.0,1,2,2,34.0,8.0,2.8,482,1,172115.0
7649,31,4,7,2,48.0,2012.0,1,5,2,29.0,8.2,2.8,373,1,148958.0
7651,31,7,8,3,90.0,2017.0,1,1,2,45.0,12.0,3.0,102,1,152222.0
7652,31,7,18,2,42.3,2019.0,1,0,0,28.0,8.0,2.8,177,1,217021.0
7658,31,7,8,2,56.7,2015.0,1,1,2,27.0,17.0,2.8,1346,1,167548.0
7663,31,4,4,3,86.5,2014.0,1,2,2,63.3,13.3,2.6,1104,1,115606.0
7668,31,3,9,4,100.0,2016.0,1,3,4,66.0,20.0,3.0,261,1,450000.0
7669,31,3,13,2,57.0,1985.0,1,2,2,34.5,8.1,2.5,995,1,173684.0
7671,31,12,17,2,52.0,2002.0,1,1,0,31.0,10.0,2.82,398,1,189423.0
7674,31,8,9,2,50.6,1987.0,1,2,2,27.8,7.5,2.8,954,1,181818.0
7677,31,3,14,2,52.2,1975.0,1,2,0,34.0,9.0,2.7,900,1,187739.0
7679,31,13,24,3,67.0,2019.0,1,0,4,35.0,21.4,2.72,1385,1,228343.0
7682,31,6,13,2,52.4,2003.0,1,2,2,33.0,9.0,2.82,482,1,196564.0
7686,31,3,16,2,38.0,2019.0,1,2,2,31.0,7.0,2.85,1353,1,192105.0
7688,31,13,13,2,56.4,2001.0,1,2,2,29.7,11.2,2.67,482,1,200354.0
7690,31,3,13,3,78.3,1995.0,1,2,2,52.0,8.0,3.0,1385,1,181353.0
7692,31,6,25,4,98.0,2007.0,1,7,4,60.0,11.0,2.8,482,1,153061.0
7694,31,8,12,2,51.0,1980.0,1,2,2,28.0,6.0,2.6,431,1,137254.0
7695,31,4,14,2,62.3,2014.0,1,0,0,27.1,21.0,2.8,3,1,160513.0
7696,31,15,17,3,78.45,2024.0,0,0,3,41.3,12.5,3.0,1418,1,169672.0
7697,31,11,17,3,80.9,2013.0,1,6,2,52.0,11.0,2.8,1139,1,191594.0
7698,31,3,5,2,61.0,2020.0,1,0,2,39.0,10.4,2.8,261,1,162295.0
7699,31,2,17,2,52.83,2024.0,0,0,3,28.4,10.3,3.0,1418,1,251167.0
7701,31,7,17,2,69.0,2014.0,1,6,3,30.7,10.0,3.0,431,1,144927.0
7706,31,1,9,2,44.2,1981.0,1,2,2,29.0,7.0,2.64,954,1,177601.0
7708,31,15,17,3,78.14,2024.0,0,0,3,41.4,12.5,3.0,1418,1,170568.0
7709,31,9,16,2,51.9,1984.0,1,0,2,31.6,9.9,2.6,1402,1,157996.0
7712,31,26,29,4,160.0,2017.0,1,7,4,100.0,20.0,3.1,344,1,255625.0
7715,31,5,25,3,76.0,2006.0,1,2,2,65.7,10.3,2.75,1385,1,194078.0
7716,31,7,9,2,45.5,2015.0,1,2,2,26.7,10.1,2.75,177,1,167032.0
7718,31,16,26,2,65.0,2017.0,1,2,2,50.0,10.0,2.7,549,1,261538.0
7720,31,13,17,2,56.0,2003.0,1,2,2,33.5,9.2,2.75,836,1,164285.0
7722,31,4,7,2,76.0,2017.0,1,2,4,61.0,15.0,3.0,244,1,230263.0
7725,31,7,17,2,41.0,2016.0,1,2,4,24.0,6.0,2.8,177,1,219512.0
7728,31,20,25,3,107.3,2013.0,1,1,2,55.2,14.0,2.7,1385,1,186393.0
7730,31,11,17,3,83.0,2005.0,1,2,2,71.0,12.0,2.5,104,1,188554.0
7733,31,7,8,4,150.0,2017.0,1,1,2,90.0,38.0,3.0,102,1,193333.0
7734,31,2,9,3,64.0,1979.0,1,1,2,38.0,10.0,2.6,766,1,156093.0
7736,31,15,25,3,77.0,2008.0,1,3,0,67.0,10.0,2.66,995,1,149350.0
7738,31,14,17,2,54.6,2017.0,1,1,2,45.1,9.5,2.6,177,1,192307.0
7743,31,7,9,3,50.0,1976.0,1,1,0,34.0,5.0,2.64,954,1,179000.0
7746,31,5,17,2,65.0,2017.0,1,2,2,36.0,16.0,2.8,3,1,169076.0
7748,31,12,17,3,75.5,1982.0,1,5,0,46.0,10.5,2.82,398,1,137748.0
7749,31,2,8,2,44.7,2013.0,1,1,0,26.1,8.2,2.8,373,1,172259.0
7751,31,1,17,2,56.1,2000.0,1,0,2,45.1,11.0,2.7,995,1,171122.0
7757,31,6,12,2,57.0,1990.0,1,2,2,34.0,12.5,2.82,1240,1,163157.0
7760,31,4,12,2,50.5,1989.0,1,2,2,33.0,9.0,2.6,708,1,203960.0
7763,31,7,9,2,44.3,1973.0,1,0,0,35.3,9.0,2.64,779,1,198645.0
7766,31,2,17,2,56.5,2015.0,1,1,4,26.2,8.2,2.7,177,1,171681.0
7769,31,7,9,3,56.0,1970.0,1,1,2,40.0,6.0,2.8,450,1,180357.0
7776,31,8,9,4,65.0,1981.0,1,2,0,43.0,7.0,2.64,766,1,156923.0
7777,31,11,23,2,62.0,2013.0,1,1,2,52.0,10.0,2.7,1385,1,166129.0
7779,31,1,9,2,52.1,1993.0,1,1,0,32.8,7.0,2.6,87,1,163147.0
7780,31,10,10,2,38.0,2019.0,1,2,2,18.0,8.0,3.0,344,1,236815.0
7782,31,8,9,3,58.8,1974.0,1,5,2,43.8,6.6,2.8,411,1,161394.0
7783,31,7,9,2,43.0,1973.0,1,1,0,32.0,6.0,2.64,1240,1,176744.0
7785,31,2,9,3,66.4,1985.0,1,1,2,34.0,8.0,2.64,680,1,138554.0
7788,31,5,9,3,68.5,1987.0,1,2,2,60.0,8.5,2.65,463,1,131240.0
7790,31,11,17,3,68.6,2013.0,1,2,0,42.1,7.6,2.82,1403,1,120991.0
7791,31,1,16,3,76.1,2003.0,1,6,0,47.0,11.2,2.82,452,1,143232.0
7796,31,3,5,2,44.8,1970.0,1,1,0,28.8,6.0,2.65,648,1,156250.0
7800,31,8,9,2,43.0,1973.0,1,1,2,27.0,7.0,2.5,779,1,209302.0
7803,31,5,8,3,51.6,2017.0,1,0,2,46.300000000000004,5.3,3.0,102,1,151162.0
7806,31,1,5,3,58.9,1980.0,1,0,2,42.9,6.0,2.82,859,1,125636.0
7810,31,13,17,2,63.8,2013.0,1,2,0,48.8,10.0,2.7,1066,1,167711.0
7813,31,2,6,2,48.0,2014.0,1,0,2,22.0,6.0,2.75,483,1,177083.0
7817,31,5,8,2,56.0,2014.0,1,2,3,16.0,30.0,2.8,102,1,165178.0
7818,31,4,17,2,53.0,2016.0,1,2,4,28.0,10.0,3.26,177,1,195283.0
7820,31,4,5,2,46.8,1980.0,1,1,2,31.0,7.0,2.82,859,1,138888.0
7828,31,15,27,2,58.7,2014.0,1,5,2,33.0,10.0,2.75,1139,1,182282.0
7829,31,9,25,2,56.7,2007.0,1,8,2,36.0,11.0,2.7,1345,1,181657.0
7833,31,8,9,2,59.3,2014.0,1,1,0,35.0,8.4,2.7,373,1,141652.0
7834,31,9,9,2,45.9,2015.0,1,2,4,36.9,9.0,2.7,177,1,183006.0
7835,31,1,9,2,44.5,1974.0,1,1,2,27.5,6.0,2.6,1240,1,191011.0
7837,31,8,16,2,54.0,1989.0,1,2,2,31.0,10.0,2.82,1239,1,157407.0
7838,31,7,9,2,43.0,1975.0,1,2,0,25.0,9.0,2.5,221,1,200000.0
7839,31,3,5,3,60.3,1970.0,1,0,2,45.8,7.2,2.65,1240,1,142620.0
7840,31,16,18,2,47.8,2019.0,1,1,2,28.7,8.0,2.8,177,1,182008.0
7841,31,1,8,2,55.6,2017.0,1,0,1,40.0,10.0,3.0,102,1,156474.0
7842,31,2,12,2,56.6,2009.0,1,2,0,38.0,10.0,2.82,229,1,153710.0
7844,31,4,8,2,54.67,2022.0,1,1,0,27.7,13.5,2.85,172,1,159136.0
7846,31,7,9,2,44.3,1973.0,1,0,0,35.3,9.0,2.64,779,1,198645.0
7847,31,6,16,3,70.0,2019.0,1,10,2,40.0,16.0,2.82,1353,1,125714.0
7848,31,5,14,3,67.3,1995.0,1,6,2,37.8,8.4,2.7,1239,1,132986.0
7849,31,5,5,3,60.1,1970.0,1,0,2,45.0,6.0,2.7,1240,1,148086.0
7850,31,1,5,2,50.0,2013.0,1,0,2,30.0,7.0,2.82,1346,1,179980.0
7851,31,14,17,2,60.3,2010.0,1,1,2,38.0,12.0,2.82,463,1,148424.0
7853,31,1,16,3,67.1,1991.0,1,2,2,46.2,7.8,2.65,1402,1,134128.0
7856,31,7,9,3,58.9,1979.0,1,1,2,43.2,6.0,2.6,766,1,152801.0
7857,31,11,18,2,64.0,2017.0,1,2,2,34.0,11.0,2.8,884,1,140625.0
7858,31,1,8,2,59.3,2021.0,1,0,0,30.6,14.4,3.0,172,1,151770.0
7859,31,11,18,2,53.0,2020.0,1,2,2,33.0,14.0,2.8,884,1,172641.0
7860,31,3,9,2,41.0,1974.0,1,1,0,26.3,6.0,2.5,1240,1,221951.0
7861,31,2,9,2,47.8,2017.0,1,1,0,22.0,14.0,2.8,177,1,191422.0
7864,31,3,18,2,49.3,2019.0,1,3,0,28.4,8.9,2.8,177,1,187626.0
7865,31,16,18,2,62.2,2021.0,1,2,2,30.2,16.0,2.8,1211,1,149517.0
7866,31,9,9,3,66.1,1995.0,1,6,3,38.7,9.2,2.9,836,1,140695.0
7868,31,3,8,2,53.8,2023.0,1,2,2,26.8,14.9,3.0,172,1,174721.0
7870,31,17,17,2,54.0,1994.0,1,1,2,32.3,9.5,2.5,398,1,174074.0
7871,31,2,9,3,49.3,1979.0,1,1,2,27.0,6.5,2.75,766,1,190669.0
7872,31,3,10,2,50.0,2017.0,1,1,2,30.0,9.0,2.8,177,1,188000.0
7873,31,18,25,2,59.9,2007.0,1,3,2,32.9,10.4,2.66,995,1,156928.0
7875,31,5,5,3,58.9,1986.0,1,2,2,37.4,7.7,2.5,1066,1,159592.0
7876,31,13,21,2,50.0,2009.0,1,2,3,30.1,10.0,2.7,232,1,189600.0
7878,31,7,16,2,54.0,1985.0,1,1,0,32.6,9.1,2.82,1240,1,175925.0
7879,31,3,9,3,59.2,1976.0,1,1,0,43.6,5.9,2.64,954,1,159797.0
7880,31,3,6,2,58.3,2020.0,1,1,0,31.3,12.0,2.8,261,1,162950.0
7881,31,1,8,2,63.5,2016.0,1,0,2,30.0,10.0,3.0,102,1,149606.0
7882,31,6,10,2,48.0,2016.0,1,2,0,29.0,10.0,2.5,177,1,197708.0
7883,31,9,9,3,63.0,1983.0,1,2,2,43.0,10.0,2.82,698,1,150634.0
7885,31,8,8,2,44.4,2014.0,1,2,0,26.0,10.0,2.82,177,1,213963.0
7889,31,10,18,2,48.7,2019.0,1,1,2,30.0,8.0,2.8,177,1,194045.0
7891,31,13,18,2,61.3,2017.0,1,2,0,51.3,10.0,2.8,884,1,156606.0
7892,31,9,9,3,59.5,1978.0,1,2,2,43.7,6.1,2.82,766,1,161344.0
7893,31,7,9,2,52.3,2010.0,1,1,1,30.0,5.0,3.0,102,1,185468.0
7894,31,9,17,3,68.0,2018.0,1,2,2,32.0,16.0,2.8,884,1,141911.0
7895,31,8,12,3,67.0,1978.0,1,1,2,57.0,10.0,2.82,459,1,146268.0
7896,31,8,9,2,44.2,2019.0,1,1,2,20.0,16.0,2.5,177,1,221719.0
7897,31,5,17,2,45.9,2019.0,1,2,0,31.9,9.0,2.8,177,1,214596.0
7898,31,13,16,2,53.9,1982.0,1,1,2,45.9,8.0,2.64,1240,1,183673.0
7899,31,2,9,3,59.0,1975.0,1,3,2,53.0,6.0,2.64,1240,1,167796.0
7902,31,14,18,2,43.2,2019.0,1,2,4,33.2,10.0,2.82,177,1,231481.0
7904,31,4,10,2,48.1,2019.0,1,3,0,39.0,9.1,2.8,177,1,207898.0
7907,31,5,14,2,57.4,1996.0,1,1,2,43.0,7.0,2.7,619,1,175958.0
7909,31,8,8,2,57.2,2018.0,1,0,0,40.4,16.800000000000004,3.0,102,1,178321.0
7910,31,1,17,2,50.1,2001.0,1,0,2,30.0,10.0,2.82,398,1,202594.0
7911,31,11,17,2,55.0,1989.0,1,1,2,31.0,8.5,2.64,1385,1,185454.0
7913,31,2,13,2,53.8,1987.0,1,0,2,30.7,9.7,2.64,482,1,188661.0
7914,31,10,12,2,74.9,2014.0,1,2,0,35.0,14.0,2.8,3,1,136849.0
7915,31,6,17,2,53.8,1996.0,1,2,0,31.9,11.0,2.64,398,1,191449.0
7916,31,10,15,3,63.5,1989.0,1,5,2,45.0,8.0,2.7,1239,1,162204.0
7917,31,8,17,3,68.6,2013.0,1,1,2,49.6,10.0,2.82,1403,1,150145.0
7918,31,5,17,2,42.0,2019.0,1,1,4,24.0,18.0,2.8,177,1,244047.0
7919,31,6,25,2,57.7,2007.0,1,2,2,32.0,10.0,2.66,995,1,180242.0
7920,31,8,19,3,67.8,2014.0,1,3,2,40.3,11.1,2.8,1403,1,153392.0
7922,31,2,9,3,57.6,1971.0,1,0,0,43.1,14.5,2.82,1240,1,182118.0
7923,31,3,9,3,59.4,1973.0,1,1,0,40.0,7.3,2.82,1240,1,176767.0
7924,31,10,17,2,48.0,2016.0,1,1,0,32.0,9.0,2.8,177,1,217708.0
7925,31,4,18,2,56.0,2013.0,1,1,2,32.0,10.6,2.8,1066,1,187500.0
7926,31,10,17,2,54.0,1996.0,1,1,2,33.0,9.2,2.7,398,1,194259.0
7928,31,9,17,2,54.0,2016.0,1,1,0,39.0,10.0,2.8,177,1,194444.0
7929,31,9,9,3,59.4,1976.0,1,6,0,43.5,6.0,2.82,399,1,176767.0
7931,31,8,9,3,67.0,1992.0,1,2,2,43.0,7.3,2.82,995,1,156716.0
7933,31,7,10,2,50.6,1996.0,1,2,2,29.5,8.0,2.6,507,1,207509.0
7934,31,17,17,2,63.0,2014.0,1,2,2,32.8,12.0,2.7,1066,1,166666.0
7935,31,12,25,2,60.0,2005.0,1,3,4,48.0,12.0,2.82,995,0,175000.0
7936,31,5,12,2,56.0,1987.0,1,2,2,33.0,9.0,2.82,1240,1,187500.0
7937,31,3,10,3,77.5,2002.0,1,3,2,48.0,10.7,2.68,1311,1,136129.0
7939,31,12,23,2,62.2,2011.0,1,1,2,32.7,10.2,2.64,1385,1,170418.0
